192701,0,0,0,0,0,0,0.002416,-0.00291,-0.00291,0.001413,-0.011299,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.004712114,0.225949251,0.203917346,0.016088267,0.95,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0.46759591,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,79.88611,-99,-99,79.88611,75,74,71,70,42,42,42,42,42,42,42,42,0.049574679,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
192702,0,0,0,0,0,0,0.045367,0.045522,0.045522,0.002524,-0.005714,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.002035505,0.303247951,0.262574157,0.013511006,0.92,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0.46759591,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,67.51424,-99,-99,67.51424,76,75,72,71,43,43,43,43,43,43,43,43,0.048389502,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
192703,0,0,0,0,0,0,0.003756,0.007324,0.007324,0.002959,-0.005747,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.007882532,0.206834633,0.188247415,0.01497069,0.92,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0.46759591,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,58.08757,-99,-99,58.08757,77,76,73,72,44,44,44,44,44,44,44,44,0.049165774,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
192704,0,0,0,0,0,0,0.007225,0.013021,0.013021,0.002546,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.006105762,0.231393235,0.208594434,0.010795171,0.9,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0.46759591,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,69.78757,-99,-99,69.78757,78,77,74,73,45,45,45,45,45,45,45,45,0.048540444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
192705,0,0,0,0,0,0,0.057773,0.062353,0.062353,0.003667,0.00578,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.002505991,0.201057954,0.182699199,0.016105327,0.93,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0.46759591,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,71.09299,-99,-99,71.09299,79,78,75,74,46,46,46,46,46,46,46,46,0.047179112,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
192706,0,0,0,0,0,0,-0.021087,-0.02037,-0.02037,0.002583,0.011494,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.007535386,0.24471693,0.216418995,0.016924504,0.97,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0.46759591,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,77.98864,-99,-99,77.98864,80,79,76,75,47,47,47,47,47,47,47,47,0.048756363,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
192707,0,0,0,0,0,0,0.075279,0.08445,0.08445,0.002991,-0.017045,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.001742692,0.25905041,0.230605169,0.011583838,0.95,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0.46759591,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,88.65768,-99,-99,88.65768,81,80,77,76,48,48,48,48,48,48,48,48,0.045909068,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
192708,0,0,0,0,0,0,0.02249,0.03332,0.03332,0.002963,-0.00578,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.011411711,0.195539629,0.173933811,0.010639425,0.92,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0.46759591,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,73.59159,-99,-99,73.59159,82,81,78,77,49,49,49,49,49,49,49,49,0.04634688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
192709,0,0,0,0,0,0,0.049924,0.053016,0.053016,0.002096,0.005814,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.01004528,0.223994882,0.201239311,0.009629275,0.88,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0.46759591,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,71.9425,-99,-99,71.9425,83,82,79,78,50,50,50,50,50,50,50,50,0.044406218,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
192710,0,0,0,0,0,0,-0.04077,-0.046804,-0.046804,0.00252,0.00578,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.011706981,0.247254747,0.22185174,0.009919455,0.87,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0.46759591,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,68.69399,-99,-99,68.69399,84,83,80,79,51,51,51,51,51,51,51,51,0.046536586,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
